categoria	caso	pais	es_legal	norma	notas
categoria_1	categoria_1_caso_5	Colombia	gratis	Ley 23	SÍ, ES LEGAL. Existe una excepción que permite el uso de una obra (incluidas las obras musicales) para ilustración en publicaciones, transmisiones o grabaciones sonoras o visuales destinadas a la enseñanza. Existe otra excepción que permite el uso de interpretaciones, fonogramas y transmisiones (derechos conexos) únicamente con fines didácticos. Estas excepciones son lo suficientemente amplias para cubrir la inclusión de extractos de música en otra obra y los actos de comunicación posteriores previstos en este escenario (incluyendo los derechos conexos sobre fonogramas). Ver: Artículo 32 (uso de una obra literaria o artística con fines didácticos), Artículo 178(c) (uso de interpretaciones, emisiones y fonogramas únicamente con fines didácticos).
categoria_1	categoria_1_caso_5	Costa Rica	gratis	Ley 6683	SÍ, ES LEGAL. Existe una excepción que permite citar a un autor, transcribiendo los pasajes pertinentes de una obra. El verbo "transcribir" parece hacer referencia a obras escritas y dejaría afuera las obras musicales. Existe otra excepción que permite la utilización y reproducción de las obras a título de ilustración de la enseñanza por medio de publicaciones (incluyendo a las grabaciones sonoras o visuales). Dado el alcance genérico de esta excepción, podría entenderse que cubre la inclusión de fragmentos musicales en otra obra y los actos de comunicación posteriores previstos en este escenario. También se encuentran exceptuados los derechos conexos (sobre fonogramas) cuando se trate de utilización con fines docentes. Ver: Artículo 70 (citas), Artículo 73 (utilización y reproducción a título de ilustración de la enseñanza), Artículo 73 bis (excepciones sobre derechos conexos).
categoria_1	categoria_1_caso_5	Cuba	gratis	Ley 14	SÍ, ES LEGAL. Existe una excepción que permite reproducir fragmentos en forma escrita, sonora o visual, con fines de enseñanza (entre otros). Existe otra excepción que permite utilizar una obra en otra publicación a título de ilustración de la enseñanza. Estas excepciones son lo suficientemente amplias para cubrir la inclusión de extractos de música en otra obra y los actos de comunicación posteriores previstos en este escenario. No son necesarias excepciones a los derechos conexos sobre fonogramas ya que Cuba no prevé un régimen diferenciado que regule los derechos conexos. Ver: Artículo 38(a) (citas), Artículo 38(b) (uso de obra a título de ilustración de la enseñanza).
categoria_1	categoria_1_caso_5	Ecuador	gratis	Código Ingenios	SÍ, ES LEGAL. Existe una excepción que permite la reproducción de breves fragmentos o extractos de obras publicadas (entre otros), con fines didácticos en establecimientos educativos (entre otros). Esta excepción permite además el uso de dichas obras en cursos presenciales, híbridos, en línea y de educación a distancia. Hay otra excepción que permite la inclusión en una obra propia de breves fragmentos de obras publicadas (incluyendo las sonoras) con fines de enseñanza (entre otros). Hay una disposición que establece que las excepciones cubren no solo los actos expresamente permitidos sino también los actos que deben considerarse incluidos implícitamente, teniendo en cuenta la naturaleza y el propósito de la excepción. Hay una disposición que establece que las excepciones se aplican a todos los derechos conexos (fonogramas en este escenario). Ver: Artículo 212.1 (inclusión a título de cita o con fines docentes o de investigación), Artículo 212.15 (reproducciones educativas y uso en cursos presenciales, híbridos, en línea y a distancia), Artículo 213 (las excepciones comprenden no solo los actos expresamente permitidos), Artículo 216 (las excepciones se aplican a los derechos conexos).
categoria_1	categoria_1_caso_5	El Salvador	no	Ley de Propiedad Intelectual (modificada por el Decreto Legislativo 611)	NO ES LEGAL. Hay una excepción que permite las citas breves de obras en la medida en que lo justifique el propósito. Esta excepción parecería lo suficientemente amplia como para cubrir el uso en otra obra y las comunicaciones posteriores necesarias en este escenario. También existe una excepción que permite la reproducción de breves fragmentos de obras literarias, artísticas o científicas con fines educativos (entre otros). Además, existe una excepción que permite las comunicaciones con fines didácticos en el contexto de actividades docentes en un aula o en un lugar similar dedicado a la docencia. Sin embargo, no existen excepciones aplicables a los derechos conexos previstos en este escenario (sobre fonogramas). Ver: Artículo 46 (citas), Artículo 49(c) (reproducciones de fragmentos breves con fines educativos), Artículo 44(c) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_5	Guatemala	no	Decreto 33-98 y modificativas	NO ES LEGAL. Existe una excepción que permite incluir en la obra propia fragmentos de obras (incluyendo las sonoras), con fines docentes (entre otros). Esta excepción parece suficientemente amplia para cubrir el uso en otra obra y las comunicaciones posteriores necesarias en este escenario. También existe una excepción que permite la comunicación con fines educativos, en el curso de las actividades de una institución educativa. Sin embargo, no hay excepciones aplicables a los derechos conexos involucrados en este escenario (sobre fonogramas). Ver: Artículo 66(d) (inclusión en obra propia), Artículo 64(a) (reproducciones reprográficas para enseñanza y exámenes), Artículo 63(b) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_5	Honduras	no	Decreto 4-99-E	NO ES LEGAL. No existe una excepción de cita. Hay una excepción que permite reproducciones reprográficas breves de extractos de obras (entre otros) con fines de enseñanza en instituciones educativas. No está claro si los "medios reprográficos" admiten las copias digitales ni si esta excepción permite la inserción de fragmentos en otra obra (una clase filmada). Existe una excepción que permite las reproducciones domésticas en una sola copia para uso personal o educativo, que no parece aplicable a este escenario. Existe una amplia excepción que permite el uso de interpretaciones, grabaciones de sonido y emisiones (derechos conexos) con fines didácticos. Sin embargo, no hay excepciones que cubran el acto de poner a disposición del público a distancia o a demanda con fines educativos. Ver: Artículo 50 (reproducción reprográfica para enseñanza y exámenes), Artículo 123 (reproducción en un solo ejemplar), Artículo 121(3) (uso de interpretaciones, transmisiones y grabaciones de sonido con fines didácticos).
categoria_1	categoria_1_caso_5	México	no	Ley Federal del Derecho de Autor	NO ES LEGAL. Existe una excepción que permite la reproducción de partes de obras literarias o artísticas para la crítica o para la investigación, pero no incluye los fines didácticos involucrados en este escenario. Existe una amplia excepción de "uso" con fines didácticos, aplicable a todos los derechos conexos distintos de las ediciones de libros. Sin embargo, no existe ninguna excepción que permita los actos de puesta a disposición de obras o fragmentos de obras a distancia o a demanda con fines educativos. Ver: Artículo 148.III (reproducción de partes de obras literarias o artísticas para la crítica y para la investigación), Artículo 151.III (uso de interpretaciones, fonogramas, videogramas y emisiones con fines didácticos).
categoria_1	categoria_1_caso_5	Nicaragua	no	Ley 312	NO ES LEGAL. Existe una excepción que permite la reproducción de fragmentos de obras ajenas, siempre que se realice a título de cita o para su análisis, comentario o juicio crítico. Esta excepción parece lo suficientemente amplia para cubrir la inclusión de extractos de música en otra obra y los actos de comunicación posteriores previstos en este escenario. Sin embargo, no existen excepciones aplicables a los derechos conexos previstos en este escenario (sobre fonogramas). Ver: Artículo 32 (reproducción de fragmentos para análisis, comentario o juicio crítico).
categoria_1	categoria_1_caso_5	Panamá	gratis	Ley 64	SÍ, ES LEGAL. Existe una excepción que permite citar obras en la medida que lo justifique el fin que se persiga. La excepción de cita es suficientemente amplia para cubrir la inclusión de extractos de música en otra obra y, de forma implícita, los actos de comunicación posteriores previstos en este escenario. Las mismas limitaciones aplicables a los derechos de autor aplican a los derechos conexos (en este caso sobre fonogramas). Ver: Artículo 70 (cita), Artículo 121 (limitaciones a los derechos conexos).
categoria_1	categoria_1_caso_5	Paraguay	gratis	Ley 1328	SÍ, ES LEGAL. Existe una excepción que permite citar obras en la medida justificada por el fin que se persiga. La excepción de cita es suficientemente amplia para cubrir la inclusión de extractos de música en otra obra y, de forma implícita, los actos de comunicación posteriores previstos en este escenario. Las mismas limitaciones aplicables a los derechos de autor aplican a los derechos conexos (en este caso sobre fonogramas). Ver: Artículo 40 (citas), Artículo 120 (limitaciones a los derechos conexos).
categoria_1	categoria_1_caso_5	Perú	gratis	Decreto Legislativo 822	SÍ, ES LEGAL. Hay una excepción que permite citas de obras en la medida en que lo justifique el propósito. Existe una excepción que permite la reproducción, por medios reprográficos, digitales u otros, de breves extractos de obras (entre otros), con fines de enseñanza. Hay una excepción que permite las comunicaciones con fines educativos, en el curso de las actividades de una institución educativa, por parte del personal docente y los estudiantes de esa institución. Hay una disposición que establece que las excepciones se aplican a todos los derechos conexos (fonogramas en este escenario). Estas excepciones son suficientes para cubrir la inclusión de extractos de música en otra obra y los actos de comunicación posteriores previstos en este escenario. Ver: Artículo 44 (citas), Artículo 43(a) (reproducción reprográfica y digital para enseñanza y exámenes), Artículo 41(c) (comunicaciones con fines educativos), Artículo 129 (excepciones derechos conexos).
categoria_1	categoria_1_caso_5	República Dominicana	no	Ley 65-00	NO ES LEGAL. Existe una excepción que permite citar a un autor, transcribiendo los pasajes pertinentes de una obra. El verbo "transcribir" parece hacer referencia a obras escritas y dejaría afuera las obras musicales. Existe otra excepción que permite la reproducción por medios reprográficos de breves extractos de obras para la enseñanza. No es claro si los "medios reprográficos" admiten las copias digitales ni si esta excepción permite la inserción de fragmentos en otra obra (una clase filmada). También existe una excepción que permite los actos de comunicación pública que se realicen con fines educativos, pero se prevé expresamente que estos actos deben realizarse dentro del recinto o instalaciones de los institutos de educación (limitación de lugar) y que no deben implicar reproducción (prohibiendo la puesta a disposición de copias digitales). Las mismas limitaciones aplicables a los derechos de autor aplican a los derechos conexos (sobre fonogramas). Ver: Artículo 31 (cita), Artículo 32 (reproducciones para la enseñanza y la realización de exámenes), Artículo 44 (comunicaciones con fines educativos), Artículo 134 (limitaciones a los derechos conexos).
categoria_1	categoria_1_caso_5	Uruguay	no	Ley 9739	NO ES LEGAL. Existe una excepción que permite las transcripciones hechas con propósitos de comentarios, críticas o polémicas. El verbo "transcribir" parece hacer referencia a obras escritas y dejar afuera las obras musicales. No existen excepciones para reproducciones con fines educativos y no existen excepciones aplicables a los derechos conexos (sobre fonogramas) previstos en este escenario. Ver: Artículo 45(4) (citas).
categoria_1	categoria_1_caso_5	Venezuela	no	Ley sobre el Derecho de Autor	NO ES LEGAL. Existe una excepción que permite la cita de partes de una obra dentro de una obra original en la cual el autor haya empleado el idioma como medio de expresión. Esta excepción parece excluir la posibilidad de citar obras musicales, aunque no es claro. Existe otra excepción que permite la reproducción por medios reprográficos de breves extractos de obras para la enseñanza en instituciones educativas. No está claro si los "medios reprográficos" admiten las copias digitales ni si esta excepción permite la inserción de fragmentos en otra obra (una clase filmada). También existe una excepción que permite las comunicaciones efectuadas con fines científicos y didácticos, pero las limita a aquellas realizadas en establecimientos de enseñanza, por lo que no se permitiría la puesta a disposición al público de una obra a demanda y a distancia. Las mismas limitaciones aplicables a los derechos de autor aplican a los derechos conexos (sobre fonogramas) previstos en este escenario. Ver: Artículo 46 (citas), Artículo 44(3) (reproducciones para la enseñanza y la realización de exámenes), Artículo 43(3) (comunicaciones con fines educativos), Artículo 91 (limitaciones a los derechos conexos).
categoria_1	categoria_1_caso_6	Argentina	no	Ley 11723	NO ES LEGAL. Existe una excepción que permite la inclusión de hasta 1000 palabras de una obra literaria o científica u 8 compases de obras musicales en obras didácticas (entre otras) y con fines científicos o didácticos. Esta excepción parece lo suficientemente amplia para cubrir los tipos de uso necesarios en este escenario (uso en otra obra, reproducción y puesta a disposición), pero no incluye la posibilidad de incluir fotografías. Ver: Artículo 10 (comentario, crítica, obras didácticas, antologías).
categoria_1	categoria_1_caso_6	Bolivia	no	Ley 1322	NO ES LEGAL. Existe una excepción que permite la inclusión, en una obra propia, de fragmentos cortos de obras ajenas (entre otros), con fines docentes o de investigación (entre otros), en la medida justificada por el fin que se persigue. Esta excepción no cubre la inclusión en otra obra de una fotografía completa (solo fragmentos cortos de obras). No existe ninguna otra excepción para usos con fines de educación. Ver: Artículo 24 (citas).
categoria_1	categoria_1_caso_6	Brasil	incierto	Ley 9610	LEGALIDAD INCIERTA. Existe una excepción que permite la cita de extractos de obras en cualquier medio, con fines de estudio o crítica. Esta excepción no cubre la inclusión en otra obra de una fotografía completa (solo extractos de obras). Existe otra excepción que permite la reproducción de obras de artes visuales completas en otra obra, siempre que la reproducción no sea el objetivo principal de la nueva obra, que podría usarse para cubrir el acto de reproducción de una fotografía en este escenario.Sin embargo, aplica a los actos de reproducción y no es claro que cubra los actos de comunicación educativa al público a demanda o a distancia. Ver: Artículo 46.III (citas), Artículo 46.​​VIII (reproducción de extractos de obras en otra obra).
categoria_1	categoria_1_caso_6	Chile	incierto	Ley 17336	LEGALIDAD INCIERTA. Existe una excepción que permite la inclusión de breves fragmentos de una obra con fines de cita o con fines de crítica, ilustración, docencia o investigación. Esta excepción parece lo suficientemente amplia, pero debido a la limitación de cantidad (fragmentos breves), no puede cubrir el uso de una imagen completa. Existe otra excepción que permite la reproducción de obras fotográficas con fines educativos, en el marco de la educación formal o con el consentimiento del Ministerio de Educación, que cubriría los actos de reproducción previstos en este escenario. Existe otra disposición que establece que el uso de una obra en establecimientos educativos no se considera una comunicación pública. No es claro si esta excepción permite los actos de comunicación a distancia o si presenta una limitación de lugar (establecimiento educativo). También existe una excepción que cubre las reproducciones temporales (que no impliquen descarga). Ver: Artículo 71.B (citas e inclusiones con fines didácticos), Artículo 71.M (reproducciones con fines educativos), Artículo 71.N (usos en establecimientos educativos no considerados comunicación pública), Artículo 71.O (Reproducciones Temporales).
categoria_1	categoria_1_caso_6	Colombia	gratis	Ley 1915 y Ley 23	SÍ, ES LEGAL. Existe una excepción que permite el uso de una obra literaria o artística mediante ilustración en publicaciones, transmisiones o grabaciones sonoras o visuales destinadas a la enseñanza. Esta excepción es lo suficientemente amplia para cubrir la inclusión de una fotografía en un examen en línea y, de forma implícita, los actos de comunicación posteriores. También existe una excepción que permite la reproducción de obras fotográficas (entre otras) por medios reprográficos para fines de examen en instituciones educativas. Ver: Ley 23 Artículo 32 (uso de una obra literaria o artística con fines didácticos), Ley 1915 Artículo 16(e) (reproducciones con fines didácticos).
categoria_1	categoria_1_caso_6	Costa Rica	gratis	Ley 6683	SÍ, ES LEGAL. Existe una excepción que permite citar a un autor, transcribiendo los pasajes pertinentes de una obra. El verbo "transcribir" parece hacer referencia a obras escritas y dejaría afuera las fotográfías. Existe otra excepción que permite la utilización y reproducción de obras a título de ilustración de la enseñanza por medio de publicaciones (entre otros usos). Dado el alcance genérico de esta excepción podría entenderse que cubre la inclusión de fotografías en otra obra (un examen) y los actos de comunicación posteriores previstos en este escenario. Ver: Artículo 70 (citas), Artículo 73 (utilización y reproducción a título de ilustración de la enseñanza).
categoria_1	categoria_1_caso_6	Cuba	gratis	Ley 14	SÍ, ES LEGAL. Existe una excepción que permite reproducir fragmentos en forma escrita, sonora o visual, con fines de enseñanza (entre otros). Esta excepción no cubre la inclusión en otra obra de una fotografía completa (solo fragmentos cortos de una obra). Existe otra excepción que permite utilizar una obra, incluso íntegramente si su breve extensión y naturaleza lo justifican, en otra publicación a título de ilustración de la enseñanza. Esta excepción es lo suficientemente amplia para cubrir la inclusión de una fotografía en otra obra (un examen) y los actos de comunicación posteriores previstos en este escenario. Ver: Artículo 38(a) (citas), Artículo 38(b) (uso de obra a título de ilustración de la enseñanza).
categoria_1	categoria_1_caso_6	Ecuador	gratis	Código Ingenios	SÍ, ES LEGAL. Existe una excepción que permite la reproducción de obras aisladas de artes visuales (entre otras) con fines didácticos o para la realización de exámenes en establecimientos educativos. Esta excepción permite además el uso de dichas obras en cursos presenciales, híbridos, en línea y de educación a distancia. También existe una excepción para las reproducciones temporales (que no impliquen descarga). Ver: Artículo 212.15 (reproducciones educativas y uso en cursos presenciales, híbridos, en línea y a distancia), Artículo 212.23 (reproducciones temporales).
categoria_1	categoria_1_caso_6	El Salvador	incierto	Ley de Propiedad Intelectual (modificada por el Decreto Legislativo 611)	LEGALIDAD INCIERTA. Existe una excepción que permite realizar citas breves de obras en la medida en que lo justifique el propósito. Esta excepción parece lo suficientemente amplia. Sin embargo, debido a la limitación de cantidad ("en forma breve"), no puede cubrir el uso de una imagen completa. Hay otra excepción que permite la reproducción por medios reprográficos de obras breves, para la enseñanza o la celebración de exámenes en instituciones educativas. No está claro si los "medios reprográficos" incluyen las copias digitales. Además, no está claro si una fotografía podría calificarse como "obra breve". Hay otra excepción que permite la reproducción de breves fragmentos de obras con fines educativos (entre otros). Esta excepción tiene limitaciones de cantidad que no son compatibles con este escenario. Hay una excepción que permite comunicaciones con fines didácticos en el contexto de actividades de enseñanza individualizadas, actividades de enseñanza en un aula o en un lugar similar dedicado a enseñanza. Esta excepción podría interpretarse como que permite los actos de reproducción realizados para poner a disposición la fotografía a distancia, pero no está claro. Ver: Artículo 46 (citas), Artículo 45(c) (reproducciones reprográficas para enseñanza y exámenes), Artículo 49(c) (reproducciones de fragmentos breves con fines educativos), Artículo 44(c) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_6	Guatemala	gratis	Decreto 33-98 y modificativas	SÍ, ES LEGAL. Existe una excepción que permite reproducciones reprográficas de breves extractos de obras para la enseñanza o para la realización de exámenes en instituciones educativas, pero no es claro si los "medios reprográficos" incluyen las copias digitales, y no cubre el uso de una fotografía completa. Hay una excepción que permite la comunicación con fines educativos, en el curso de las actividades de una institución educativa, por parte del personal docente y los estudiantes de esa institución. Esta excepción podría interpretarse como que permite las copias digitales realizadas en el marco de los actos de comunicación, pero no está claro. Existe otra excepción que permite incluir obras fotográficas (entre otras) en una propia, con fines de cita, análisis, docencia o investigación. Esta excepción parece suficientemente amplia para cubrir el uso en otra obra y, de forma implícita, las comunicaciones posteriores necesarias en este escenario. Ver: Artículo 64(a) (reproducciones reprográficas para enseñanza y exámenes), Artículo 63(b) (comunicaciones con fines educativos), Artículo 66(d) (inclusión en obra propia).
categoria_1	categoria_1_caso_6	Honduras	no	Decreto 4-99-E	NO ES LEGAL. No existe una excepción de cita. Hay una excepción que permite reproducciones reprográficas de breves extractos de obras u obras breves, para la enseñanza o para la realización de exámenes en instituciones educativas. No está claro si los "medios reprográficos" incluyen las copias digitales. Además, no está claro si una fotografía podría calificarse como "obra breve". Existe una excepción que permite las reproducciones domésticas en una sola copia para uso personal o educativo, que no parece aplicable a este escenario. No hay excepciones que cubran el acto de puesta a disposición del público a demanda o de comunicación al público a distancia con fines educativos. Ver: Artículo 50 (reproducción reprográfica para enseñanza y exámenes), Artículo 123 (reproducción en un solo ejemplar).
categoria_1	categoria_1_caso_6	México	no	Ley Federal del Derecho de Autor	NO ES LEGAL. Existe una excepción que permite las citas que podría interpretarse como que permite el tipo de acto (uso en un examen) y los fines de este escenario, pero solo se aplica a obras en formato de texto. Existe una excepción que permite la reproducción de partes de obras literarias o artísticas con fines críticos o de investigación, pero no incluye los fines educativos necesarios para cubrir este escenario. No hay excepciones para la comunicación de obras a distancia ni para la puesta a disposición del público a demanda con fines educativos. Hay una excepción para las reproducciones temporales (grabaciones efímeras), pero solo aplica para organismos de radiodifusión. Ver: Artículo 148.I (cita de textos), Artículo 148.III (reproducción de partes de obras literarias o artísticas para la crítica y para la investigación científica, literaria o artística), Artículo 149.II (reproducciones temporales).
categoria_1	categoria_1_caso_6	Nicaragua	gratis	Ley 312	SÍ, ES LEGAL. Existe una excepción que permite la reproducción de obras aisladas de carácter plástico o fotográfico, siempre que se realice a título de cita o para su análisis, comentario o juicio crítico, en la medida justificada por el fin que se persiga. Esta excepción parece lo suficientemente amplia para cubrir la inclusión de fotografías en otra obra (un examen) y, de forma implícita, los actos de comunicación posteriores previstos en este escenario. Ver: Artículo 32 (reproducción de fragmentos para análisis, comentario o juicio crítico).
categoria_1	categoria_1_caso_6	Panamá	gratis	Ley 64	SÍ, ES LEGAL. Existe una excepción que permite citar obras en la medida que lo justifique el fin que se persiga. La excepción de cita es suficientemente amplia para cubrir la inclusión de fotografías en otra obra (un examen) y, de forma implícita, los actos de comunicación posteriores previstos en este escenario. Ver: Artículo 70 (cita).
categoria_1	categoria_1_caso_6	Paraguay	gratis	Ley 1328	SÍ, ES LEGAL. Existe una excepción que permite citar obras en la medida que lo justifique el fin que se persiga. La excepción de cita es suficientemente amplia para cubrir la inclusión de fotografías en otra obra (un examen) y, de forma implícita, los actos de comunicación posteriores previstos en este escenario. Ver: Artículo 40 (citas).
categoria_1	categoria_1_caso_6	Perú	gratis	Decreto Legislativo 822	SÍ, ES LEGAL. Existe una excepción que permite citar obras en la medida en que lo justifique el propósito. Existe una excepción que permite la reproducción, por medios reprográficos, digitales u otros, de obras fotográficas, para la enseñanza o para la realización de exámenes en instituciones educativas. Hay una excepción que permite las comunicaciones con fines educativos, por parte del personal docente y los estudiantes, en el curso de las actividades de una institución educativa. Ver: Artículo 44 (citas), Artículo 43(a) (reproducción reprográfica y digital para enseñanza y exámenes), Artículo 41(c) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_6	República Dominicana	no	Ley 65-00	NO ES LEGAL. Existe una excepción que permite citar a un autor, transcribiendo los pasajes pertinentes de una obra. El verbo "transcribir" parece hacer referencia a obras escritas y dejar afuera las fotografías. Existe otra excepción que permite la reproducción por medios reprográficos de breves extractos de obras para la enseñanza o para la realización de exámenes en instituciones educativas. Esta excepción no parece cubrir el uso de una imagen completa (solo breves extractos de obras) y no es claro que los "medios reprográficos" admitan las copias digitales. También existe una excepción que permite los actos de comunicación pública que se realicen con fines educativos, pero se prevé expresamente que estos actos deben realizarse dentro del recinto o instalaciones de los institutos de educación (limitación de lugar) y que no deben implicar reproducción (prohibiendo la puesta a disposición de copias digitales). Ver: Artículo 31 (cita), Artículo 32 (reproducciones para la enseñanza y la realización de exámenes), Artículo 44 (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_6	Uruguay	no	Ley 9739	NO ES LEGAL. Existe una excepción que permite las transcripciones hechas con propósitos de comentarios, críticas o polémicas. El verbo "transcribir" parece hacer referencia a obras escritas y dejar afuera las fotografías. No existen excepciones para reproducciones con fines educativos y no hay excepciones para los actos de comunicación educativa al público a demanda o a distancia. Ver: Artículo 45(4) (citas).
categoria_1	categoria_1_caso_6	Venezuela	no	Ley sobre el Derecho de Autor	NO ES LEGAL. Existe una excepción que permite la cita de determinadas partes de una obra ya divulgada dentro de una obra original en la cual el autor haya empleado el idioma como medio de expresión. Esta excepción parecería excluir la posibilidad de citar fotografías y solo admite la inclusión de "partes de obra". Existe otra excepción que permite la reproducción por medios reprográficos de breves extractos de obras para la enseñanza y la realización de exámenes. Esta excepción tampoco cubre el uso de una imagen completa (solo breves extractos de obras) y no es claro que los "medios reprográficos" admitan las copias digitales. También existe una excepción que permite las comunicaciones efectuadas con fines científicos y didácticos, pero las limita a aquellas realizadas en establecimientos de enseñanza, por lo que no se permite la puesta a disposición al público de una obra a demanda y a distancia. Ver: Artículo 46 (citas), Artículo 44(3) (reproducciones para la enseñanza y la realización de exámenes), Artículo 43(3) (comunicaciones con fines educativos).
